Name,white_1,white_2,red_1,red_2
IR_5648,9,6,5,8
IR_5649,5,1,7,11
IR_5650,6,0,3,1
IR_5651,9,14,5,8
IR_5652,2,1,5,2
IR_5653,47,30,20,32
IR_5654,32,32,62,26
IR_5655,237,124,96,67
IR_5656,75,13,59,30
IR_5657,78,30,26,13
IR_5658,5,4,3,1
IR_5659,107,109,119,33
IR_5660,61,18,26,18
IR_5661,57,50,47,26
IR_5662,6,10,7,4
IR_5663,18,16,6,5
IR_5664,81,42,36,12
IR_5666,7,6,7,2
IR_5667,26,19,22,7
IR_5668,20,15,5,9
IR_5669,11,6,4,6
IR_5670,198,212,703,484
IR_5671,112,90,54,30
IR_5672,31,7,30,8
IR_5673,65,7,11,14
IR_5675,38,15,14,10
IR_5676,65,85,27,35
IR_5677,16,12,14,4
IR_5678,10,6,4,2
IR_5679,145,95,85,57
IR_5680,7,6,6,0
IR_5682,73,47,50,27
IR_5683,9,3,11,2
IR_5684,51,10,25,16
IR_5685,3,11,1,0
IR_5686,0,7,5,1
IR_5687,61,42,19,29
IR_5688,0,1,3,1
IR_5689,0,0,0,0
IR_5690,0,1,0,0
IR_5691,8,1,5,5
IR_5692,24,0,6,0
IR_5693,192,187,335,229
IR_5694,4,0,5,1
IR_5695,29,29,26,23
IR_5696,10,0,0,1
IR_5698,0,1,1,7
IR_5699,77,28,36,33
IR_5700,12,12,16,9
IR_5701,13,16,0,18
IR_5702,5,2,3,0
IR_5703,12,28,15,19
IR_5704,7,28,10,7
IR_5705,31,13,11,14
IR_5706,31,16,17,18
IR_5707,61,46,41,21
IR_5708,142,98,69,31
IR_5710,19,11,7,0
IR_5711,33,25,16,16
IR_5712,16,4,12,3
IR_5713,165,153,120,90
IR_5714,0,0,1,0
IR_5715,59,20,27,17
IR_5716,35,51,22,6
IR_5717,28,52,23,29
IR_5719,7,1,9,9
IR_5720,38,24,17,20
IR_5721,10,5,5,8
IR_5722,86,66,49,44
IR_5723,9,12,6,0
IR_5724,88,56,93,97
IR_5725,46,36,21,19
IR_5726,53,21,20,9
IR_5727,16,5,18,17
IR_5728,5,11,1,6
IR_5729,265,203,115,83
IR_5730,85,80,41,19
IR_5731,108,67,78,30
IR_5732,52,38,39,30
IR_5733,83,8,20,22
IR_5734,123,94,20,30
IR_5735,3,11,12,2
IR_5736,199,140,109,55
IR_5737,30,23,14,13
IR_5738,43,24,17,10
IR_5739,1,8,8,2
IR_5740,4,8,13,12
IR_5741,7,11,2,0
IR_5742,2,1,3,0
IR_5743,81,65,42,25
IR_5744,78,41,39,26
IR_5745,4,19,7,7
IR_5746,3,2,2,5
IR_5747,183,122,141,151
IR_5748,6,18,6,8
IR_5750,4,14,2,6
IR_5751,36,25,15,1
IR_5752,145,94,108,17
IR_5754,77,64,16,19
IR_5755,39,2,0,0
IR_5756,1,0,0,0
IR_5757,71,32,46,73
IR_5759,50,33,26,8
IR_5760,41,28,24,18
IR_5761,116,102,100,55
IR_5762,108,76,118,43
IR_5763,6,5,3,8
IR_5764,5,3,4,0
IR_5765,36,18,13,6
IR_5766,39,4,64,17
IR_5767,10,10,3,2
IR_5768,22,8,19,9
IR_5769,13,9,4,2
IR_5770,49,72,36,29
IR_5771,1,1,4,2
IR_5772,14,3,6,2
IR_5773,20,10,19,19
IR_5774,10,6,13,6
IR_5775,3,5,5,2
IR_5776,73,60,17,24
IR_5777,86,63,80,44
IR_5778,0,0,125,0
IR_5780,2,1,2,2
IR_5781,1,5,4,5
IR_5782,88,71,15,22
IR_5783,42,51,12,24
IR_5784,133,139,74,49
IR_5785,137,131,77,51
IR_5786,137,174,60,31
IR_5787,0,0,2,1
IR_5788,38,42,29,7
IR_5789,17,31,31,24
IR_5790,92,75,33,12
IR_5791,23,1,31,4
IR_5792,24,17,8,8
IR_5793,1,5,0,0
IR_5794,2,2,1,0
IR_5795,334,184,248,141
IR_5796,69,40,42,30
IR_5797,8,0,3,0
IR_5798,63,21,55,32
IR_5799,147,95,63,31
IR_5800,19,44,18,0
IR_5801,15,14,36,8
IR_5802,0,0,0,0
IR_5803,82,59,45,26
IR_5804,25,29,14,13
IR_5805,43,30,35,16
IR_5806,13,17,12,11
IR_5807,32,25,18,7
IR_5808,22,14,14,3
IR_5809,25,22,8,4
IR_5810,23,7,3,8
IR_5811,8,6,7,0
IR_5812,85,87,91,114
IR_5813,10,17,10,5
IR_5814,19,11,4,6
IR_5815,27,16,0,12
IR_5816,0,6,0,2
IR_5817,14,26,10,41
IR_5818,18,10,8,7
IR_5819,59,21,41,28
IR_5820,36,16,21,11
IR_5821,21,13,18,6
IR_5822,62,61,26,13
IR_5823,40,55,25,14
IR_5824,13,4,7,4
IR_5825,43,50,34,27
IR_5827,8,2,11,3
IR_5829,89,66,69,34
IR_5830,9,11,3,3
IR_5831,70,29,35,14
IR_5832,40,34,18,19
IR_5833,60,18,28,11
IR_5834,30,20,45,17
IR_5835,11,12,9,2
IR_5836,62,59,57,22
IR_5837,7,5,15,0
IR_5838,21,20,30,52
IR_5839,40,29,28,15
IR_5841,0,0,5,0
IR_5843,21,24,16,29
IR_5844,299,152,204,77
IR_5845,2,1,10,0
IR_5846,25,21,25,14
IR_5848,26,31,21,19
IR_5849,13,6,4,5
IR_5850,56,39,23,23
IR_5851,12,0,13,5
IR_5852,27,26,6,12
IR_5853,75,15,11,4
IR_5854,11,5,13,2
IR_5855,22,0,0,7
IR_5856,6,1,1,0
IR_5857,12,5,1,0
IR_5858,20,13,10,10
IR_5859,21,8,4,8
IR_5860,72,60,22,8
IR_5861,44,36,23,1
IR_5862,0,0,0,2
IR_5863,15,8,3,6
IR_5864,8,9,0,33
IR_5865,12,14,18,12
IR_5866,2,2,1,2
IR_5867,98,60,55,10
IR_5868,148,98,87,18
IR_5869,21,28,7,0
IR_5870,25,22,7,0
IR_5871,22,5,2,3
IR_5872,14,9,17,18
IR_5873,32,18,36,34
IR_5874,72,88,57,32
IR_5875,55,41,37,17
IR_5876,4,0,12,7
IR_5877,34,38,14,15
IR_5878,9,7,8,4
IR_5879,19,14,15,17
IR_5880,8,13,8,17
IR_5882,4,0,1,0
IR_5883,89,144,32,24
IR_5884,0,3,0,0
IR_5885,4,15,5,5
IR_5886,25,13,6,17
IR_5887,7,7,19,13
IR_5888,20,9,7,2
IR_5889,31,8,13,0
IR_5890,0,4,2,1
IR_5891,4,4,2,3
IR_5892,110,85,85,60
IR_5893,8,19,6,8
IR_5894,23,0,2,0
IR_5895,25,23,33,14
IR_5896,2,2,0,1
IR_5897,2,2,5,3
IR_5898,1,9,0,7
IR_5899,9,0,3,0
IR_5900,41,20,24,7
IR_5901,5,4,4,12
IR_5902,11,8,8,2
IR_5904,39,17,1,4
IR_5905,146,113,70,55
IR_5906,2,0,0,0
IR_5908,3,1,3,3
IR_5909,11,9,9,3
IR_5910,20,19,5,0
IR_5911,18,9,25,8
IR_5912,71,0,9,9
IR_5913,1,6,1,2
IR_5914,5,4,4,10
IR_5915,12,13,4,7
IR_5916,29,12,8,7
IR_5917,63,49,54,32
IR_5918,39,17,36,47
IR_5919,45,11,40,10
IR_5920,1,3,14,0
IR_5921,36,28,25,17
IR_5922,56,49,83,29
IR_5923,18,37,0,4
IR_5924,0,2,0,1
IR_5925,9,2,9,0
IR_5926,89,128,38,47
IR_5927,77,52,42,31
IR_5928,274,216,125,71
IR_5929,227,185,72,70
IR_5930,69,91,31,31
IR_5931,63,87,36,31
IR_5932,10,5,5,6
IR_5933,57,44,19,17
IR_5934,8,5,7,2
IR_5935,26,1,9,1
IR_5936,13,31,19,2
IR_5937,8,7,7,1
IR_5938,10,4,2,3
IR_5939,14,7,5,4
IR_5940,50,28,30,18
IR_5941,39,2,2,1
IR_5942,5,14,5,0
IR_5943,31,19,34,17
IR_5944,25,17,5,13
IR_5946,246,206,194,195
IR_5947,112,111,64,58
IR_5948,7,9,5,7
IR_5949,37,66,20,0
IR_5950,53,32,16,7
IR_5951,3,4,0,0
IR_5952,4,6,7,9
IR_5953,72,33,111,99
IR_5954,30,2,13,4
IR_5955,376,483,712,374
IR_5956,9,0,5,2
IR_5957,136,210,85,35
IR_5958,16,1,1,1
IR_5959,15,23,8,11
IR_5960,10,21,13,3
IR_5961,3,0,0,0
IR_5962,39,20,4,5
IR_5963,7,8,1,12
IR_5964,0,0,0,15
IR_5965,18,14,25,7
IR_5966,50,13,14,0
IR_5967,4,1,0,0
IR_5969,30,15,12,19
IR_5970,8,10,11,8
IR_5971,9,9,2,2
IR_5972,22,17,15,23
IR_5974,0,1,34,9
IR_5975,50,2,21,13
IR_5976,79,26,51,41
IR_5977,0,1,0,0
IR_5978,23,5,19,0
IR_5979,109,80,51,28
IR_5980,8,2,9,9
IR_5981,2,1,6,7
IR_5982,212,175,175,100
IR_5983,10,8,10,2
IR_5984,3,2,0,0
IR_5985,5,8,0,6
IR_5986,56,40,27,18
IR_5987,36,27,19,14
IR_5988,16,0,0,0
IR_5989,3,9,0,6
IR_5990,38,37,21,13
IR_5991,34,34,33,5
IR_5992,26,5,28,3
IR_5993,438,511,146,165
IR_5994,97,57,99,46
IR_5995,38,25,95,54
IR_5996,22,13,10,7
IR_5997,11,4,2,1
IR_5998,105,121,48,107
IR_5999,19,37,20,7
IR_6000,5,6,10,6
IR_6002,0,0,1,0
IR_6004,36,22,39,10
IR_6005,73,28,51,14
IR_6006,23,19,9,11
IR_6007,46,10,19,20
IR_6008,48,37,41,9
IR_6009,1,3,1,6
IR_6010,15,7,19,4
IR_6011,10,7,3,3
IR_6012,2,3,3,1
IR_6013,5,3,1,0
IR_6014,3,9,1,0
IR_6015,127,86,101,46
IR_6016,14,6,1,7
IR_6017,38,2,1,0
IR_6018,18,7,9,3
IR_6019,79,78,0,2
IR_6021,0,0,0,0
IR_6022,15,0,4,2
IR_6023,2,0,4,0
IR_6024,135,133,232,130
IR_6025,26,14,14,29
IR_6026,9,6,2,0
IR_6027,31,0,0,39
IR_6028,69,20,13,25
IR_6029,37,13,24,19
IR_6030,17,3,0,15
IR_6032,2,7,6,5
IR_6033,20,16,13,7
IR_6034,2,11,11,2
IR_6035,38,47,33,12
IR_6036,22,26,3,7
IR_6037,9,0,0,0
IR_6038,34,42,47,26
IR_6039,58,29,26,13
IR_6040,18,3,0,5
IR_6041,105,75,78,35
IR_6043,192,134,93,92
IR_6044,38,13,20,9
IR_6045,1,3,1,0
IR_6046,20,34,40,16
IR_6047,28,21,4,14
IR_6048,4,12,19,1
IR_6049,1,11,4,18
IR_6050,7,7,3,11
IR_6051,10,8,14,0
IR_6052,4,0,3,5
IR_6053,90,110,77,44
IR_6054,59,26,0,0
IR_6055,2,0,0,0
IR_6056,10,6,0,1
IR_6058,19,5,7,0
IR_6059,121,81,49,46
IR_6060,3,3,3,1
IR_6061,10,34,11,4
IR_6063,67,46,46,24
IR_6064,5,3,2,1
IR_6065,6,6,0,0
IR_6067,39,15,24,6
IR_6068,2,6,3,3
IR_6069,21,13,1,2
IR_6070,8,0,0,0
IR_6071,99,88,98,51
IR_6072,35,34,16,15
IR_6073,3,0,0,1
IR_6074,52,27,34,12
IR_6076,11,21,6,0
IR_6077,9,9,10,8
IR_6078,40,21,2,6
IR_6079,15,7,15,13
IR_6080,1,1,2,0
IR_6081,2,3,5,8
IR_6082,1,1,0,0
IR_6083,4,2,0,1
IR_6084,0,1,0,0
IR_6085,15,9,5,2
IR_6086,11,6,4,0
IR_6087,5,9,3,8
IR_6088,6,2,28,1
IR_6089,0,7,0,0
IR_6090,0,3,3,5
IR_6091,0,0,14,0
IR_6092,5,12,7,5
IR_6093,7,4,0,1
IR_6094,4,13,9,5
IR_6095,13,4,7,1
IR_6096,11,0,0,0
IR_6097,15,0,15,1
IR_6098,117,67,82,32
IR_6099,1,2,0,0
IR_6100,5,6,3,4
IR_6101,21,10,33,26
IR_6102,14,8,3,4
IR_6103,0,0,0,0
IR_6104,0,0,0,0
IR_6105,2,1,0,0
IR_6106,123,75,141,65
IR_6107,37,20,10,17
IR_6108,62,40,15,29
IR_6109,71,75,70,47
IR_6110,8,12,5,1
IR_6111,37,41,17,16
IR_6112,16,12,6,1
IR_6113,10,0,2,0
IR_6114,2,5,4,6
IR_6115,116,68,59,24
IR_6116,10,1,8,3
IR_6117,22,16,8,9
IR_6118,0,1,64,3
IR_6119,11,0,0,0
IR_6120,8,9,5,4
IR_6121,26,3,35,0
IR_6123,61,50,47,35
IR_6125,192,118,101,93
IR_6126,6,1,3,2
IR_6127,0,0,2,0
IR_6128,8,7,3,8
IR_6130,44,21,39,47
IR_6131,5,6,4,4
IR_6132,30,15,9,2
IR_6133,4,1,8,1
IR_6134,128,81,91,84
IR_6135,70,17,0,6
IR_6136,4,6,0,0
IR_6137,3,5,1,2
IR_6138,39,14,28,23
IR_6139,58,69,29,31
IR_6140,9,8,6,54
IR_6141,0,0,0,0
IR_6142,41,24,27,17
IR_6143,3,1,0,2
IR_6144,1,0,1,6
IR_6145,16,6,17,0
IR_6147,7,29,8,18
IR_6148,10,0,3,2
IR_6149,60,52,25,27
IR_6150,117,98,56,29
IR_6151,95,57,32,30
IR_6152,3,7,7,5
IR_6153,16,15,15,7
IR_6154,0,0,0,0
IR_6155,34,11,17,14
IR_6157,5,14,9,13
IR_6158,37,14,9,3
IR_6159,13,17,9,2
IR_6160,75,25,10,21
IR_6161,10,14,7,2
IR_6162,16,13,5,0
IR_6163,2,0,0,0
IR_6164,0,2,21,0
IR_6165,33,13,17,9
IR_6166,3,2,1,0
IR_6167,12,24,4,8
IR_6168,27,35,19,10
IR_6169,47,39,13,17
IR_6170,16,13,19,2
IR_6171,12,17,9,3
IR_6172,71,63,45,23
IR_6173,37,2,13,4
IR_6174,36,24,21,3
IR_6175,19,18,5,7
IR_6176,4,6,2,1
IR_6177,0,9,0,0
IR_6179,6,2,2,1
IR_6180,13,0,1,11
IR_6181,1,5,2,0
IR_6182,5,27,0,59
IR_6183,5,4,0,0
IR_6184,64,44,41,32
IR_6185,93,114,56,39
IR_6186,43,31,36,16
IR_6187,2,4,3,0
IR_6188,0,3,1,0
IR_6190,28,23,0,0
IR_6191,29,21,17,4
IR_6192,2,1,3,0
IR_6194,2,0,0,0
IR_6195,17,8,11,10
IR_6196,17,11,15,8
IR_6197,14,4,11,1
IR_6198,6,6,9,8
IR_6199,86,49,42,30
IR_6201,11,34,33,9
IR_6202,45,26,14,15
IR_6203,26,28,22,22
IR_6204,15,7,2,9
IR_6205,2,6,1,3
IR_6206,12,8,5,0
IR_6207,21,24,13,17
IR_6208,56,39,44,0
IR_6209,0,2,0,0
IR_6210,3,6,6,3
IR_6211,17,16,18,0
IR_6213,6,9,4,4
IR_6214,142,122,92,43
IR_6215,37,27,12,6
IR_6216,37,3,24,0
IR_6217,4,0,0,1
IR_6218,21,5,8,5
IR_6219,10,38,15,19
IR_6220,5,8,5,0
IR_6222,39,30,18,7
IR_6223,104,63,60,46
IR_6224,20,9,6,2
IR_6225,15,14,3,3
IR_6226,27,22,22,29
IR_6227,6,9,9,0
IR_6228,16,10,12,6
IR_6229,16,51,19,2
IR_6230,13,1,0,0
IR_6231,6,4,6,8
IR_6233,8,1,21,15
IR_6234,6,11,7,1
IR_6235,0,4,0,2
IR_6236,33,65,39,9
IR_6237,287,205,174,92
IR_6238,4,8,1,2
IR_6239,10,1,6,4
IR_6240,42,14,26,25
IR_6242,7,0,3,0
IR_6243,19,18,12,5
IR_6244,16,8,9,2
IR_6247,23,24,38,0
IR_6248,18,3,8,5
IR_6249,1,3,1,2
IR_6250,12,13,5,1
IR_6251,35,35,22,32
IR_6252,10,11,7,12
IR_6253,1,1,13,6
IR_6254,46,41,41,17
IR_6255,39,25,50,41
IR_6256,0,2,1,4
IR_6257,4,4,11,0
IR_6259,21,19,6,0
IR_6260,14,9,3,2
IR_6261,7,12,9,5
IR_6263,104,73,55,29
IR_6264,35,67,71,21
IR_6265,6,7,6,0
IR_6267,3,1,0,0
IR_6268,11,5,11,2
IR_6269,22,18,17,12
IR_6270,14,3,2,1
IR_6271,13,12,4,7
IR_6272,22,2,3,4
IR_6273,15,24,51,45
IR_6274,4,6,27,24
IR_6275,27,27,25,9
IR_6276,1,8,8,1
IR_6277,24,15,15,8
IR_6279,42,27,13,13
IR_6281,16,14,22,26
IR_6282,29,19,15,3
IR_6284,67,55,19,15
IR_6285,8,8,17,7
IR_6286,0,0,0,0
IR_6287,18,16,3,1
IR_6288,3,12,3,0
IR_6289,12,14,2,1
IR_6290,33,17,13,11
IR_6291,0,0,0,7
IR_6293,14,0,2,0
IR_6294,28,22,9,10
IR_6296,165,131,50,41
IR_6297,3,1,3,0
IR_6298,57,58,22,33
IR_6299,0,0,0,0
IR_6300,15,7,9,3
IR_6301,30,4,2,0
IR_6302,32,22,33,26
IR_6303,6,4,0,3
IR_6304,0,0,0,1
IR_6305,78,104,49,81
IR_6306,95,103,46,17
IR_6307,6,4,4,1
IR_6308,2,3,5,0
IR_6309,16,36,29,3
IR_6310,39,29,19,15
IR_6311,5,11,4,8
IR_6312,19,14,10,5
IR_6314,71,88,102,63
IR_6315,130,92,236,147
IR_6316,13,1,4,3
IR_6317,10,8,1,7
IR_6318,4,1,0,0
IR_6319,12,7,0,5
IR_6320,0,2,8,0
IR_6322,46,18,45,17
IR_6321,24,2,15,2
IR_6323,65,38,25,33
IR_6324,39,45,21,21
IR_6327,51,30,12,14
IR_6328,17,17,21,9
IR_6329,16,7,7,3
IR_6330,49,50,39,14
IR_6331,106,51,83,50
IR_6332,19,5,38,25
IR_6333,56,40,59,21
IR_6334,10,27,19,6
IR_6335,25,7,11,5
IR_6336,6,0,0,0
IR_6337,50,33,35,13
IR_6339,83,53,66,19
IR_6340,17,5,6,1
IR_6341,5,1,1,2
IR_6342,34,25,30,17
IR_6343,41,29,24,2
IR_6344,5,3,0,0
IR_6345,60,33,36,10
IR_6347,11,0,0,7
IR_6348,103,136,62,55
IR_6349,7,0,3,6
IR_6350,15,14,13,9
IR_6351,4,0,0,0
IR_6352,47,15,24,27
IR_6353,12,9,19,4
IR_6354,36,57,32,20
IR_6355,0,1,1,0
IR_6356,1,2,2,3
IR_6357,0,0,0,0
IR_6358,3,1,3,2
IR_6359,0,3,1,0
IR_6360,65,43,72,18
IR_6361,0,0,0,0
IR_6362,22,23,16,12
IR_6363,35,39,21,10
IR_6364,11,7,3,12
IR_6365,16,0,0,0
IR_6366,18,23,7,3
IR_6367,33,13,63,44
IR_6368,67,66,29,48
IR_6369,23,17,24,23
IR_6370,45,23,30,33
IR_6371,45,36,51,30
IR_6372,20,20,37,8
IR_6373,15,12,6,4
IR_6374,8,3,37,7
IR_6375,32,56,32,13
IR_6376,25,25,12,19
IR_6377,46,39,73,22
IR_6378,292,277,246,142
IR_6379,20,11,6,11
IR_6380,3,5,1,2
IR_6381,23,23,32,24
IR_6382,21,16,37,21
IR_6383,1,1,1,0
IR_6384,1,2,0,1
IR_6385,108,71,49,22
IR_6386,1,2,0,1
IR_6387,10,2,21,9
IR_6388,117,38,24,26
IR_6389,19,24,8,12
IR_6390,13,21,12,1
IR_6391,5,0,2,1
IR_6392,56,0,9,0
IR_6393,0,0,0,46
IR_6394,14,20,14,7
IR_6395,0,0,0,5
IR_6396,4,6,0,1
IR_6397,10,3,6,4
IR_6398,35,41,35,66
IR_6399,16,15,31,27
IR_6400,22,13,11,16
IR_6401,5,4,1,0
IR_6402,0,0,1,2
IR_6403,2,0,5,1
IR_6404,36,29,44,27
IR_6405,63,41,53,27
IR_6408,1,1,12,0
IR_6409,19,12,10,3
IR_6410,0,7,0,1
IR_6411,4,9,6,9
IR_6412,1,0,13,8
IR_6413,3,8,1,0
IR_6415,7,2,8,5
IR_6416,2,1,0,0
IR_6419,26,6,4,8
IR_6420,4,5,12,3
IR_6421,21,0,0,0
IR_6422,0,4,2,2
IR_6423,1,15,2,12
IR_6424,27,21,12,15
IR_6425,16,5,8,0
IR_6426,9,13,2,3
IR_6427,2,10,5,8
IR_6428,11,5,12,6
IR_6429,0,0,0,0
IR_6430,2,16,6,5
IR_6431,68,47,59,34
IR_6433,13,24,16,16
IR_6434,29,22,6,8
IR_6435,57,57,24,16
IR_6436,10,9,2,2
IR_6437,36,22,10,10
IR_6438,8,7,0,11
IR_6439,1,1,0,8
IR_6440,0,0,9,0
IR_6441,5,4,6,1
IR_6444,93,46,69,1
IR_6445,32,32,46,19
IR_6446,29,11,17,7
IR_6447,1,1,1,2
IR_6448,127,47,83,32
IR_6449,242,145,160,112
IR_6450,13,9,5,1
IR_6451,0,6,21,5
IR_6452,56,40,19,19
IR_6453,28,42,51,27
IR_6454,5,3,1,0
IR_6455,9,11,0,0
IR_6456,66,75,30,11
IR_6457,5,0,0,2
IR_6458,11,15,6,17
IR_6459,20,1,23,14
IR_6460,11,6,5,4
IR_6461,1,0,1,0
IR_6463,42,24,22,40
IR_6464,23,26,1,6
IR_6465,11,1,4,20
IR_6466,61,30,34,45
IR_6467,34,8,8,6
IR_6468,34,23,32,22
IR_6469,0,10,4,8
IR_6470,14,27,20,2
IR_6471,0,0,0,0
IR_6472,0,1,0,0
IR_6473,2,1,2,0
IR_6474,23,35,54,25
IR_6475,37,64,112,19
IR_6476,73,58,60,36
IR_6477,5,10,13,4
IR_6478,17,52,37,22
IR_6479,19,23,25,1
IR_6480,0,8,21,1
IR_6481,0,4,5,0
IR_6482,18,23,24,7
IR_6483,64,41,87,19
IR_6484,12,7,8,2
IR_6485,4,5,1,0
IR_6486,15,8,11,8
IR_6487,17,23,21,9
IR_6488,2,1,0,0
IR_6490,2,1,1,0
IR_6491,7,7,8,7
IR_6492,18,15,15,11
IR_6493,53,37,13,8
IR_6494,17,25,11,9
IR_6495,19,0,0,0
IR_6496,0,2,1,1
IR_6497,13,6,2,0
IR_6498,63,37,37,19
IR_6499,7,0,13,2
IR_6500,85,96,185,101
IR_6501,6,5,4,6
IR_6502,4,0,6,2
IR_6503,188,85,71,56
IR_6505,20,8,11,0
IR_6506,0,1,23,0
IR_6507,29,19,22,17
IR_6508,0,0,0,0
IR_6509,1,4,1,0
IR_6510,1,0,0,0
IR_6511,23,1,7,23
IR_6512,33,18,21,17
IR_6513,6,15,4,1
IR_6514,20,38,34,17
IR_6515,1,1,0,2
IR_6516,6,10,2,2
IR_6517,17,15,7,12
IR_6520,0,0,4,0
IR_6521,0,0,0,0
IR_6522,8,1,8,3
IR_6523,8,11,5,10
IR_6524,25,25,14,24
IR_6525,8,1,25,14
IR_6526,1,1,2,0
IR_6527,47,31,0,13
IR_6528,17,14,28,13
IR_6529,1,19,16,40
IR_6530,15,31,16,10
IR_6531,9,7,0,0
IR_6532,0,0,0,25
IR_6533,28,4,15,0
IR_6534,3,1,0,20
IR_6535,61,59,66,52
IR_6536,13,9,17,7
IR_6537,0,0,1,3
IR_6539,1,0,3,1
IR_6540,34,23,13,13
IR_6541,6,5,0,1
IR_6542,41,12,1,6
IR_6543,14,6,10,3
IR_6545,61,69,4,0
IR_6546,10,7,0,8
IR_6547,14,11,7,0
IR_6548,1,25,37,3
IR_6549,3,8,2,4
IR_6550,47,54,14,0
IR_6551,12,0,4,1
IR_6552,0,5,0,1
IR_6553,12,11,1,4
IR_6554,7,3,6,8
IR_6555,32,7,17,18
IR_6556,24,22,9,8
IR_6557,6,8,9,10
IR_6558,140,92,116,78
IR_6559,26,27,15,23
IR_6560,13,35,13,6
IR_6561,68,81,44,31
IR_6562,0,5,1,4
IR_6563,0,1,19,1
IR_6564,11,4,2,4
IR_6565,15,8,7,6
IR_6566,6,2,4,1
IR_6568,172,112,177,102
IR_6569,21,37,25,6
IR_6570,20,9,3,7
IR_6571,56,38,39,16
IR_6572,2,1,85,67
IR_6573,5,19,11,0
IR_6574,25,19,9,8
IR_6575,356,379,24,30
IR_6576,7,17,3,0
IR_6577,0,0,0,1
IR_6578,80,42,25,15
IR_6579,12,14,5,0
IR_6580,16,14,14,9
IR_6581,114,62,46,97
IR_6582,4,1,0,0
IR_6583,1,1,0,0
IR_6584,67,65,13,28
IR_6585,75,5,24,30
IR_6586,32,21,29,30
IR_6587,37,33,26,28
IR_6588,16,15,2,1
IR_6589,3,0,0,0
IR_6591,92,75,83,63
IR_6592,0,1,0,0
IR_6593,1,9,7,19
IR_6595,51,55,47,24
IR_6596,70,28,45,17
IR_6597,39,31,39,12
IR_6598,86,58,40,95
IR_6599,11,22,6,16
IR_6600,15,13,8,7
IR_6601,5,16,13,10
IR_6602,2,0,4,2
IR_6603,0,6,0,0
IR_6604,10,7,12,6
IR_6605,14,26,7,5
IR_6606,3,5,2,2
IR_6607,45,37,22,8
IR_6610,124,117,56,47
IR_6611,13,6,0,8
IR_6612,14,3,3,13
IR_6613,16,34,8,15
IR_6615,1,3,0,0
IR_6617,29,21,20,28
IR_6618,8,11,9,3
IR_6620,3,1,0,1
IR_6622,3,22,3,1
IR_6623,0,18,0,1
IR_6624,12,13,13,5
IR_6625,134,120,86,35
IR_6626,1,1,0,2
IR_6627,24,28,0,0
IR_6628,3,0,0,0
IR_6629,2,3,0,0
IR_6630,159,100,85,50
IR_6631,8,7,0,2
IR_6632,16,6,1,4
IR_6633,10,3,2,2
IR_6634,23,23,13,21
IR_6635,19,30,11,13
IR_6636,58,58,36,39
IR_6637,72,70,36,22
IR_6639,38,51,18,1
IR_6640,128,90,295,204
IR_6641,104,65,80,62
IR_6642,95,69,89,42
IR_6643,148,142,95,51
IR_6644,8,4,3,0
IR_6646,69,58,42,6
IR_6647,0,0,0,0
IR_6648,43,29,39,21
IR_6649,31,22,23,14
IR_6650,2,2,0,1
IR_6651,28,17,7,17
IR_6653,96,15,21,0
IR_6654,184,145,76,54
IR_6655,1,4,0,0
IR_6656,3,1,26,0
IR_6658,124,104,66,23
IR_6659,0,3,6,0
IR_6660,138,113,83,56
IR_6661,92,50,31,27
IR_6662,1,1,0,0
IR_6663,0,0,1,0
IR_6664,1,2,2,1
IR_6665,4,30,1,4
IR_6666,34,23,5,14
IR_6667,27,39,9,23
IR_6668,9,9,4,9
IR_6670,123,124,60,75
IR_6671,8,1,1,1
IR_6672,16,206,9,1
IR_6673,12,11,13,4
IR_6674,5,1,13,1
IR_6675,87,84,84,50
IR_6676,18,9,17,0
IR_6677,13,12,15,0
IR_6678,3,0,1,0
IR_6679,8,0,1,0
IR_6680,1,0,6,1
IR_6681,3,2,1,4
IR_6682,46,22,31,18
IR_6683,11,14,8,4
IR_6684,10,3,1,2
IR_6685,11,9,18,13
IR_6686,90,14,48,38
IR_6688,7,8,17,12
IR_6689,55,37,21,17
IR_6690,3,20,7,4
IR_6691,10,7,8,4
IR_6692,8,7,4,7
IR_6693,14,5,3,5
IR_6694,6,13,2,0
IR_6695,6,6,9,8
IR_6696,16,6,27,10
IR_6697,166,115,76,42
IR_6698,60,28,22,13
IR_6700,9,0,1,1
IR_6701,7,13,22,14
IR_6702,66,43,29,26
IR_6703,3,1,1,0
IR_6704,19,18,10,9
IR_6705,6,1,1,2
IR_6706,0,0,0,5
IR_6708,7,6,1,1
IR_6709,11,4,1,5
IR_6710,4,1,1,0
IR_6711,4,4,1,6
IR_6712,7,4,1,3
IR_6713,17,25,25,20
IR_6714,4,0,0,3
IR_6715,2,25,73,43
IR_6717,11,2,19,11
IR_6718,2,3,1,4
IR_6719,10,6,3,6
IR_6720,17,3,2,1
IR_6721,10,3,1,1
IR_6722,16,17,12,6
IR_6723,9,20,23,16
IR_6724,36,24,50,16
IR_6725,50,44,40,12
IR_6726,3,12,6,5
IR_6727,10,6,1,1
IR_6728,27,6,13,16
IR_6729,177,118,69,54
IR_6730,14,1,1,0
IR_6731,0,18,12,4
IR_6732,52,44,13,13
IR_6733,1,0,0,0
IR_6734,104,102,56,47
IR_6735,23,33,23,2
IR_6736,83,114,63,109
