"","white_1","white_2","red_1","red_2"
"IR_94",36.522590534194,19.1052635606463,11.1206671811324,13.8594048688926
"IR_95",8.63261230808222,18.2368424897079,12.1316369248717,1.53993387432141
"IR_99",43.8271086410328,85.9736860229085,59.647214880619,78.5366275903917
"IR_100",31.874260829842,45.1578956888004,27.2961830809612,44.6580823553208
"IR_102",0,8.68421070938469,16.1755158998289,26.1788758634639
"IR_103",23.2416485217598,17.3684214187694,39.4278200058329,24.6389419891425
"IR_105",8.63261230808222,7.81578963844622,4.04387897495722,6.15973549728562
"IR_106",84.9980288795788,79.0263174554007,86.9433979615802,63.1372888471776
"IR_107",0.664047100621709,3.47368428375388,4.04387897495722,4.61980162296422
"IR_108",4.64832970435196,1.73684214187694,4.04387897495722,1.53993387432141
"IR_109",63.0844745590624,99.868423157924,163.777098485767,144.753784186212
"IR_110",2.65618840248684,13.8947371350155,10.109697437393,16.9392726175355
"IR_111",1.99214130186513,3.47368428375388,6.06581846243583,9.23960324592843
"IR_112",19.2573659180296,26.9210531990925,7.07678820617513,24.6389419891425
"IR_113",67.7328042634143,61.6578960366313,75.8227307804479,63.1372888471776
"IR_115",11.9528478111908,11.2894739222001,11.1206671811324,3.07986774864281
"IR_116",5.31237680497367,6.07894749656928,1.0109697437393,6.15973549728562
"IR_117",37.1866376348157,33.0000006956618,34.3729712871364,38.4983468580351
"IR_118",32.5383079304638,39.9473692631696,51.5594569307045,33.8785452350709
"IR_119",15.937130414921,14.763158205954,14.1535764123503,21.5590742404997
"IR_120",9.96070650932564,11.2894739222001,5.05484871869652,26.1788758634639
"IR_121",32.5383079304638,20.8421057025233,26.2852133372219,40.0382807323565
"IR_123",13.9449891130559,6.94736856750775,9.09872769365374,12.3194709945712
"IR_125",3.32023550310855,1.73684214187694,6.06581846243583,7.69966937160703
"IR_126",25.2337898236249,26.9210531990925,27.2961830809612,18.4792064918569
"IR_127",51.7956738484933,54.7105274691236,48.5265476994866,61.5973549728562
"IR_128",21.9135543205164,13.8947371350155,36.394910774615,7.69966937160703
"IR_129",4.64832970435196,0.868421070938469,21.2303646185254,47.7379501039636
"IR_131",53.1237680497367,52.9736853272466,209.270736954036,214.050808530675
"IR_132",5.31237680497367,5.21052642563081,14.1535764123503,7.69966937160703
"IR_133",108.90372450196,115.500002434816,90.9872769365374,75.4567598417489
"IR_134",14.6090362136776,12.1578949931386,17.1864856435682,7.69966937160703
"IR_135",18.5933188174079,26.9210531990925,9.09872769365374,3.07986774864281
"IR_136",15.2730833142993,4.34210535469235,13.142606668611,1.53993387432141
"IR_137",1.32809420124342,10.4210528512616,0,1.53993387432141
"IR_138",27.8899782261118,6.94736856750775,42.4607292370508,1.53993387432141
"IR_139",8.63261230808222,13.026316064077,9.09872769365374,6.15973549728562
"IR_140",3.32023550310855,11.2894739222001,17.1864856435682,3.07986774864281
"IR_141",81.6777933764702,86.8421070938469,110.195702067584,93.9359663336057
"IR_142",1.32809420124342,1.73684214187694,3.03290923121791,12.3194709945712
"IR_143",19.2573659180296,12.1578949931386,58.6362451368797,1.53993387432141
"IR_144",0,0,12.1316369248717,0
"IR_145",26.5618840248684,35.6052639084772,41.4497594933115,30.7986774864281
